"RGIId","Albedo","Date","JlnDt","Year","Month","IAMMF_org","IAMMF_fast"
"RGI60-08.00449",NA,2001-01-02,2,"2001","01",93.5,93.5
"RGI60-08.00449",NA,2001-01-05,5,"2001","01",87,87
NA,NA,2001-01-06,6,"2001","01",86.5,86.5
NA,NA,2001-01-07,7,"2001","01",87,87
"RGI60-08.00449",NA,2001-01-08,8,"2001","01",87,87
"RGI60-08.00449",NA,2001-01-09,9,"2001","01",87,87
NA,NA,2001-01-10,10,"2001","01",87,87
NA,NA,2001-01-11,11,"2001","01",87,87
NA,NA,2001-01-12,12,"2001","01",87,87
NA,NA,2001-01-13,13,"2001","01",87,87
NA,NA,2001-01-14,14,"2001","01",87,87
"RGI60-08.00449",NA,2001-01-15,15,"2001","01",50,87
"RGI60-08.00449",NA,2001-01-16,16,"2001","01",50,87
"RGI60-08.00449",NA,2001-01-17,17,"2001","01",50,86.5
"RGI60-08.00449",NA,2001-01-18,18,"2001","01",100,86.5
"RGI60-08.00449",NA,2001-01-19,19,"2001","01",93.5,87
"RGI60-08.00449",NA,2001-01-20,20,"2001","01",87,87
"RGI60-08.00449",0,2001-01-21,21,"2001","01",86.5,87
"RGI60-08.00449",NA,2001-01-22,22,"2001","01",87,87
NA,NA,2001-01-23,23,"2001","01",87,87
NA,NA,2001-01-24,24,"2001","01",87,87
NA,NA,2001-01-25,25,"2001","01",87,87
NA,NA,2001-01-26,26,"2001","01",87,86.5
"RGI60-08.00449",NA,2001-01-27,27,"2001","01",87,86
NA,NA,2001-01-28,28,"2001","01",87,83.5
"RGI60-08.00449",NA,2001-01-29,29,"2001","01",87,81
"RGI60-08.00449",100,2001-01-30,30,"2001","01",87,81.5
"RGI60-08.00449",NA,2001-01-31,31,"2001","01",87,81
"RGI60-08.00449",NA,2001-02-01,32,"2001","02",86.5,81
"RGI60-08.00449",100,2001-02-02,33,"2001","02",86.5,81
"RGI60-08.00449",87,2001-02-03,34,"2001","02",87,87
"RGI60-08.00449",86,2001-02-04,35,"2001","02",87,87
"RGI60-08.00449",64,2001-02-05,36,"2001","02",81,87
"RGI60-08.00449",100,2001-02-06,37,"2001","02",87,86
NA,NA,2001-02-07,38,"2001","02",87,83.5
NA,NA,2001-02-08,39,"2001","02",78.5,83.5
NA,NA,2001-02-09,40,"2001","02",83.5,83.5
"RGI60-08.00449",NA,2001-02-10,41,"2001","02",83.5,83.5
NA,NA,2001-02-11,42,"2001","02",80,80
"RGI60-08.00449",NA,2001-02-12,43,"2001","02",80,80
NA,NA,2001-02-13,44,"2001","02",80,80
NA,NA,2001-02-14,45,"2001","02",80,76
NA,NA,2001-02-15,46,"2001","02",80,76
"RGI60-08.00449",64,2001-02-16,47,"2001","02",74,74
NA,NA,2001-02-17,48,"2001","02",77.5,77.5
"RGI60-08.00449",88,2001-02-18,49,"2001","02",74,74
NA,NA,2001-02-19,50,"2001","02",77.5,71
NA,NA,2001-02-20,51,"2001","02",77.5,77.5
NA,NA,2001-02-21,52,"2001","02",74,77.5
NA,NA,2001-02-22,53,"2001","02",78.5,77.5
"RGI60-08.00449",NA,2001-02-23,54,"2001","02",74,77.5
NA,NA,2001-02-24,55,"2001","02",78.5,77.5
"RGI60-08.00449",74,2001-02-25,56,"2001","02",76,76
"RGI60-08.00449",68,2001-02-26,57,"2001","02",74,74
"RGI60-08.00449",81,2001-02-27,58,"2001","02",74,74
"RGI60-08.00449",66,2001-02-28,59,"2001","02",74,74
"RGI60-08.00449",82,2001-03-01,60,"2001","03",74,74
"RGI60-08.00449",62,2001-03-02,61,"2001","03",74,74
NA,NA,2001-03-03,62,"2001","03",74,75
NA,NA,2001-03-04,63,"2001","03",74,75
NA,NA,2001-03-05,64,"2001","03",76,75
NA,NA,2001-03-06,65,"2001","03",75,75
NA,NA,2001-03-07,66,"2001","03",75,75
"RGI60-08.00449",76,2001-03-08,67,"2001","03",76,76
NA,NA,2001-03-09,68,"2001","03",75,75
NA,NA,2001-03-10,69,"2001","03",75,75
NA,NA,2001-03-11,70,"2001","03",75,75
NA,NA,2001-03-12,71,"2001","03",75,75
NA,NA,2001-03-13,72,"2001","03",75,75
NA,NA,2001-03-14,73,"2001","03",75,75
"RGI60-08.00449",76,2001-03-15,74,"2001","03",76,76
NA,NA,2001-03-16,75,"2001","03",76,76
"RGI60-08.00449",74,2001-03-17,76,"2001","03",76,76
"RGI60-08.00449",58,2001-03-18,77,"2001","03",76,76
"RGI60-08.00449",81,2001-03-19,78,"2001","03",76,74
NA,NA,2001-03-20,79,"2001","03",75,75
"RGI60-08.00449",NA,2001-03-21,80,"2001","03",75,75
"RGI60-08.00449",78,2001-03-22,81,"2001","03",77,77
"RGI60-08.00449",67,2001-03-23,82,"2001","03",77,74
"RGI60-08.00449",77,2001-03-24,83,"2001","03",77,77
NA,NA,2001-03-25,84,"2001","03",74,75
"RGI60-08.00449",79,2001-03-26,85,"2001","03",74,74
NA,NA,2001-03-27,86,"2001","03",74,73.5
"RGI60-08.00449",64,2001-03-28,87,"2001","03",74,74
NA,NA,2001-03-29,88,"2001","03",73.5,73.5
NA,NA,2001-03-30,89,"2001","03",73,73.5
NA,NA,2001-03-31,90,"2001","03",73.0714285714286,74.5
NA,NA,2001-04-01,91,"2001","04",73.1428571428571,71.5
NA,NA,2001-04-02,92,"2001","04",73.2142857142857,73.5
NA,NA,2001-04-03,93,"2001","04",73.2857142857143,73.5
NA,NA,2001-04-04,94,"2001","04",73.3571428571429,73.5
NA,NA,2001-04-05,95,"2001","04",73.4285714285714,73.5
"RGI60-08.00449",NA,2001-04-06,96,"2001","04",73.5,73.5
NA,NA,2001-04-07,97,"2001","04",73.5,73.5
NA,NA,2001-04-08,98,"2001","04",73.5,71.5
NA,NA,2001-04-09,99,"2001","04",73.5,71.5
"RGI60-08.00449",71,2001-04-10,100,"2001","04",72,72
NA,NA,2001-04-11,101,"2001","04",71.5,71.5
NA,NA,2001-04-12,102,"2001","04",71.5,74.5
"RGI60-08.00449",72,2001-04-13,103,"2001","04",73,72
"RGI60-08.00449",NA,2001-04-14,104,"2001","04",72.5,72.5
NA,NA,2001-04-15,105,"2001","04",72,72.5
NA,NA,2001-04-16,106,"2001","04",72,72.5
NA,NA,2001-04-17,107,"2001","04",72,72.5
"RGI60-08.00449",80,2001-04-18,108,"2001","04",72,72
"RGI60-08.00449",68,2001-04-19,109,"2001","04",72,72
"RGI60-08.00449",86,2001-04-20,110,"2001","04",73,73
NA,NA,2001-04-21,111,"2001","04",71.5,71.5
NA,NA,2001-04-22,112,"2001","04",71.5,71.5
"RGI60-08.00449",73,2001-04-23,113,"2001","04",72,73
NA,NA,2001-04-24,114,"2001","04",73,72.5
"RGI60-08.00449",72,2001-04-25,115,"2001","04",72,72
NA,NA,2001-04-26,116,"2001","04",72.5,72.5
NA,NA,2001-04-27,117,"2001","04",72.5,72.5
NA,NA,2001-04-28,118,"2001","04",72.5,72.5
NA,NA,2001-04-29,119,"2001","04",72.5,72.5
NA,NA,2001-04-30,120,"2001","04",72.5,72.5
NA,NA,2001-05-01,121,"2001","05",72.5,72.5
NA,NA,2001-05-02,122,"2001","05",72,70
NA,NA,2001-05-03,123,"2001","05",69,67
"RGI60-08.00449",80,2001-05-04,124,"2001","05",65,66
NA,NA,2001-05-05,125,"2001","05",65,65.5
"RGI60-08.00449",64,2001-05-06,126,"2001","05",64.5,66
"RGI60-08.00449",66,2001-05-07,127,"2001","05",64,64
"RGI60-08.00449",63,2001-05-08,128,"2001","05",63,63
"RGI60-08.00449",59,2001-05-09,129,"2001","05",63,63
"RGI60-08.00449",56,2001-05-10,130,"2001","05",59,59
"RGI60-08.00449",65,2001-05-11,131,"2001","05",56,56
"RGI60-08.00449",53,2001-05-12,132,"2001","05",60.5,64.5
NA,NA,2001-05-13,133,"2001","05",62,64.5
"RGI60-08.00449",54,2001-05-14,134,"2001","05",62,64
"RGI60-08.00449",59,2001-05-15,135,"2001","05",62,64
NA,NA,2001-05-16,136,"2001","05",59,64
NA,NA,2001-05-17,137,"2001","05",59,64
NA,NA,2001-05-18,138,"2001","05",59,64
NA,NA,2001-05-19,139,"2001","05",59,63.5
NA,NA,2001-05-20,140,"2001","05",59,63
NA,NA,2001-05-21,141,"2001","05",59,62.5
NA,NA,2001-05-22,142,"2001","05",59,59
NA,NA,2001-05-23,143,"2001","05",59,59
NA,NA,2001-05-24,144,"2001","05",59,59
"RGI60-08.00449",62,2001-05-25,145,"2001","05",59,59
NA,NA,2001-05-26,146,"2001","05",60.5,60.5
NA,NA,2001-05-27,147,"2001","05",60.5,60.5
NA,NA,2001-05-28,148,"2001","05",60.5,60.5
NA,NA,2001-05-29,149,"2001","05",60.5,60.5
NA,NA,2001-05-30,150,"2001","05",60.5,60.5
NA,NA,2001-05-31,151,"2001","05",60.5,60.5
NA,NA,2001-06-01,152,"2001","06",60.5,60.5
NA,NA,2001-06-02,153,"2001","06",60.5,60.5
NA,NA,2001-06-03,154,"2001","06",60.5,60.5
"RGI60-08.00449",59,2001-06-04,155,"2001","06",59,59
NA,NA,2001-06-05,156,"2001","06",59,59
NA,NA,2001-06-06,157,"2001","06",59,59
NA,NA,2001-06-07,158,"2001","06",59,59
NA,NA,2001-06-08,159,"2001","06",59,59
NA,NA,2001-06-09,160,"2001","06",59,57.5
"RGI60-08.00449",74,2001-06-10,161,"2001","06",59,59
NA,NA,2001-06-11,162,"2001","06",59,57
NA,NA,2001-06-12,163,"2001","06",59,59
NA,NA,2001-06-13,164,"2001","06",59,59
NA,NA,2001-06-14,165,"2001","06",59,59
NA,NA,2001-06-15,166,"2001","06",59,59
NA,NA,2001-06-16,167,"2001","06",60.5,59
NA,NA,2001-06-17,168,"2001","06",60.5,59
NA,NA,2001-06-18,169,"2001","06",60.5,59
NA,NA,2001-06-19,170,"2001","06",60.5,59
NA,NA,2001-06-20,171,"2001","06",60.5,57
NA,NA,2001-06-21,172,"2001","06",60.5,57
NA,NA,2001-06-22,173,"2001","06",60.5,57
NA,NA,2001-06-23,174,"2001","06",60.5,57
NA,NA,2001-06-24,175,"2001","06",60.5,57
NA,NA,2001-06-25,176,"2001","06",59,55.8214285714286
NA,NA,2001-06-26,177,"2001","06",59,54.6428571428571
NA,NA,2001-06-27,178,"2001","06",59,53.4642857142857
NA,NA,2001-06-28,179,"2001","06",59,52.2857142857143
NA,NA,2001-06-29,180,"2001","06",59,51.1071428571429
NA,NA,2001-06-30,181,"2001","06",59,49.9285714285714
NA,NA,2001-07-01,182,"2001","07",59,48.75
NA,NA,2001-07-02,183,"2001","07",59,47.5714285714286
NA,NA,2001-07-03,184,"2001","07",59,46.3928571428571
"RGI60-08.00449",NA,2001-07-04,185,"2001","07",59,45.2142857142857
"RGI60-08.00449",NA,2001-07-05,186,"2001","07",64.5,44.0357142857143
NA,NA,2001-07-06,187,"2001","07",64.5,42.8571428571429
"RGI60-08.00449",55,2001-07-07,188,"2001","07",64.5,41.6785714285714
NA,NA,2001-07-08,189,"2001","07",55,40.5
NA,NA,2001-07-09,190,"2001","07",55,40.5
NA,NA,2001-07-10,191,"2001","07",55,40.5
NA,NA,2001-07-11,192,"2001","07",40.5,40.5
NA,NA,2001-07-12,193,"2001","07",40.5,40.5
NA,NA,2001-07-13,194,"2001","07",40.5,40.5
NA,NA,2001-07-14,195,"2001","07",40.5,40.5
NA,NA,2001-07-15,196,"2001","07",40.5,40.5
NA,NA,2001-07-16,197,"2001","07",40.5,40.5
NA,NA,2001-07-17,198,"2001","07",40.5,40.5
NA,NA,2001-07-18,199,"2001","07",40.5,40.5
NA,NA,2001-07-19,200,"2001","07",40.5,40.5
NA,NA,2001-07-20,201,"2001","07",26,40.5
NA,NA,2001-07-21,202,"2001","07",26,40.5
NA,NA,2001-07-22,203,"2001","07",28.5,40.5
NA,NA,2001-07-23,204,"2001","07",28.5,40.5
NA,NA,2001-07-24,205,"2001","07",28.5,40.5
NA,NA,2001-07-25,206,"2001","07",28.5,40.5
"RGI60-08.00449",NA,2001-07-26,207,"2001","07",28.5,40.5
NA,NA,2001-07-27,208,"2001","07",28.5,40.5
NA,NA,2001-07-28,209,"2001","07",28.5,43
NA,NA,2001-07-29,210,"2001","07",28.5,43
NA,NA,2001-07-30,211,"2001","07",31,43
NA,NA,2001-07-31,212,"2001","07",31,42
NA,NA,2001-08-01,213,"2001","08",31,42
"RGI60-08.00449",NA,2001-08-02,214,"2001","08",31,42
NA,NA,2001-08-03,215,"2001","08",31,42
NA,NA,2001-08-04,216,"2001","08",31,36.5
NA,NA,2001-08-05,217,"2001","08",26,36.5
NA,NA,2001-08-06,218,"2001","08",28.5,36.5
"RGI60-08.00449",26,2001-08-07,219,"2001","08",26,36.5
NA,NA,2001-08-08,220,"2001","08",26,35.125
NA,NA,2001-08-09,221,"2001","08",26,33.75
NA,NA,2001-08-10,222,"2001","08",26,32.375
NA,NA,2001-08-11,223,"2001","08",26,31
NA,NA,2001-08-12,224,"2001","08",26,31
NA,NA,2001-08-13,225,"2001","08",26,31
NA,NA,2001-08-14,226,"2001","08",28.5,31
NA,NA,2001-08-15,227,"2001","08",28.5,31
NA,NA,2001-08-16,228,"2001","08",28.5,31
NA,NA,2001-08-17,229,"2001","08",28.5,31
NA,NA,2001-08-18,230,"2001","08",28.5,31
"RGI60-08.00449",26,2001-08-19,231,"2001","08",28.5,29.75
NA,NA,2001-08-20,232,"2001","08",28.5,28.5
"RGI60-08.00449",31,2001-08-21,233,"2001","08",26,28.25
NA,NA,2001-08-22,234,"2001","08",26,28
NA,NA,2001-08-23,235,"2001","08",26,28.2857142857143
"RGI60-08.00449",NA,2001-08-24,236,"2001","08",26,28.5714285714286
NA,NA,2001-08-25,237,"2001","08",26,28.8571428571429
NA,NA,2001-08-26,238,"2001","08",26,29.1428571428571
NA,NA,2001-08-27,239,"2001","08",26,29.4285714285714
NA,NA,2001-08-28,240,"2001","08",26,29.7142857142857
"RGI60-08.00449",42,2001-08-29,241,"2001","08",28.5,30
NA,NA,2001-08-30,242,"2001","08",30,30.5
NA,NA,2001-08-31,243,"2001","08",30,30.5
NA,NA,2001-09-01,244,"2001","09",30,30.5
NA,NA,2001-09-02,245,"2001","09",30,30.5
NA,NA,2001-09-03,246,"2001","09",28,30.5
NA,NA,2001-09-04,247,"2001","09",28,30.5
NA,NA,2001-09-05,248,"2001","09",30.5,30.5
"RGI60-08.00449",NA,2001-09-06,249,"2001","09",30.5,30.5
NA,NA,2001-09-07,250,"2001","09",30.5,30.5
NA,NA,2001-09-08,251,"2001","09",30.5,30.5
NA,NA,2001-09-09,252,"2001","09",30.5,30.5
NA,NA,2001-09-10,253,"2001","09",30.5,30.5
NA,NA,2001-09-11,254,"2001","09",30.5,30.5
NA,NA,2001-09-12,255,"2001","09",30.5,30.5
"RGI60-08.00449",NA,2001-09-13,256,"2001","09",30.5,30.5
NA,NA,2001-09-14,257,"2001","09",30.5,30.5
NA,NA,2001-09-15,258,"2001","09",30.5,30.5
NA,NA,2001-09-16,259,"2001","09",30.5,30.5
NA,NA,2001-09-17,260,"2001","09",30.5,30.5
NA,NA,2001-09-18,261,"2001","09",30.5,30.5
NA,NA,2001-09-19,262,"2001","09",42,30.5
"RGI60-08.00449",26,2001-09-20,263,"2001","09",42,31
NA,NA,2001-09-21,264,"2001","09",42,36.5
NA,NA,2001-09-22,265,"2001","09",42,36.5
NA,NA,2001-09-23,266,"2001","09",42,36.5
NA,NA,2001-09-24,267,"2001","09",42,36.5
NA,NA,2001-09-25,268,"2001","09",42,36.5
NA,NA,2001-09-26,269,"2001","09",42,36.5
NA,NA,2001-09-27,270,"2001","09",42,36.5
"RGI60-08.00449",NA,2001-09-28,271,"2001","09",42,38
"RGI60-08.00449",30,2001-09-29,272,"2001","09",42,38
NA,NA,2001-09-30,273,"2001","09",42,38
NA,NA,2001-10-01,274,"2001","10",42,38
NA,NA,2001-10-02,275,"2001","10",42,38
NA,NA,2001-10-03,276,"2001","10",51,38
NA,NA,2001-10-04,277,"2001","10",49,38
"RGI60-08.00449",66,2001-10-05,278,"2001","10",49,49
NA,NA,2001-10-06,279,"2001","10",57.5,57.5
NA,NA,2001-10-07,280,"2001","10",57.5,57.5
NA,NA,2001-10-08,281,"2001","10",57.5,57.5
NA,NA,2001-10-09,282,"2001","10",57.5,57.5
NA,NA,2001-10-10,283,"2001","10",57.5,57.5
NA,NA,2001-10-11,284,"2001","10",57.5,57.5
NA,NA,2001-10-12,285,"2001","10",42,42
NA,NA,2001-10-13,286,"2001","10",42,42
"RGI60-08.00449",49,2001-10-14,287,"2001","10",42,42
NA,NA,2001-10-15,288,"2001","10",42,42
"RGI60-08.00449",68,2001-10-16,289,"2001","10",42,42
NA,NA,2001-10-17,290,"2001","10",45.5,42
"RGI60-08.00449",53,2001-10-18,291,"2001","10",49,42
"RGI60-08.00449",38,2001-10-19,292,"2001","10",42,42
NA,NA,2001-10-20,293,"2001","10",40,40
"RGI60-08.00449",38,2001-10-21,294,"2001","10",38,38
"RGI60-08.00449",42,2001-10-22,295,"2001","10",38,38
"RGI60-08.00449",36,2001-10-23,296,"2001","10",51,51
"RGI60-08.00449",NA,2001-10-24,297,"2001","10",51,51
"RGI60-08.00449",67,2001-10-25,298,"2001","10",51,51
NA,NA,2001-10-26,299,"2001","10",51,51
NA,NA,2001-10-27,300,"2001","10",54.5,51
NA,NA,2001-10-28,301,"2001","10",51,51
NA,NA,2001-10-29,302,"2001","10",51,51
NA,NA,2001-10-30,303,"2001","10",53,53
NA,NA,2001-10-31,304,"2001","10",53,53
NA,NA,2001-11-01,305,"2001","11",47.5,53
NA,NA,2001-11-02,306,"2001","11",47.5,53
NA,NA,2001-11-03,307,"2001","11",42,53
NA,NA,2001-11-04,308,"2001","11",54.5,53
NA,NA,2001-11-05,309,"2001","11",54.5,83
"RGI60-08.00449",100,2001-11-06,310,"2001","11",67,51
NA,NA,2001-11-07,311,"2001","11",83,51
NA,NA,2001-11-08,312,"2001","11",51,51
NA,NA,2001-11-09,313,"2001","11",51,51
"RGI60-08.00449",99,2001-11-10,314,"2001","11",51,51
"RGI60-08.00449",NA,2001-11-11,315,"2001","11",99.5,51
NA,NA,2001-11-12,316,"2001","11",99.5,51
NA,NA,2001-11-13,317,"2001","11",99.5,51
NA,NA,2001-11-14,318,"2001","11",99.5,53
NA,NA,2001-11-15,319,"2001","11",99.5,53
NA,NA,2001-11-16,320,"2001","11",99.5,47.5
NA,NA,2001-11-17,321,"2001","11",99.5,47.5
"RGI60-08.00449",NA,2001-11-18,322,"2001","11",99.5,42
NA,NA,2001-11-19,323,"2001","11",99.5,54.5
"RGI60-08.00449",NA,2001-11-20,324,"2001","11",99.5,67
"RGI60-08.00449",NA,2001-11-21,325,"2001","11",99.5,83
NA,NA,2001-11-22,326,"2001","11",83,99.5
NA,NA,2001-11-23,327,"2001","11",99,99.5
NA,NA,2001-11-24,328,"2001","11",99,100
NA,NA,2001-11-25,329,"2001","11",99.5,100
"RGI60-08.00449",NA,2001-11-26,330,"2001","11",99.5,100
"RGI60-08.00449",NA,2001-11-27,331,"2001","11",99.5,100
"RGI60-08.00449",NA,2001-11-28,332,"2001","11",99.5,100
NA,NA,2001-11-29,333,"2001","11",99.5,100
NA,NA,2001-11-30,334,"2001","11",99.5,100
NA,NA,2001-12-01,335,"2001","12",99.5,100
"RGI60-08.00449",NA,2001-12-02,336,"2001","12",99.5,100
"RGI60-08.00449",NA,2001-12-03,337,"2001","12",99.5,100
NA,NA,2001-12-04,338,"2001","12",99.5,100
NA,NA,2001-12-05,339,"2001","12",99.5,100
"RGI60-08.00449",NA,2001-12-06,340,"2001","12",99.5,100
NA,NA,2001-12-07,341,"2001","12",99,100
NA,NA,2001-12-08,342,"2001","12",99,100
"RGI60-08.00449",NA,2001-12-09,343,"2001","12",99,100
"RGI60-08.00449",NA,2001-12-10,344,"2001","12",99,100
"RGI60-08.00449",NA,2001-12-11,345,"2001","12",99.1,100
NA,NA,2001-12-12,346,"2001","12",99.2,100
NA,NA,2001-12-13,347,"2001","12",99.3,100
NA,NA,2001-12-14,348,"2001","12",99.4,100
"RGI60-08.00449",NA,2001-12-15,349,"2001","12",99.5,100
NA,NA,2001-12-16,350,"2001","12",99.6,100
NA,NA,2001-12-17,351,"2001","12",99.7,100
NA,NA,2001-12-18,352,"2001","12",99.8,100
NA,NA,2001-12-19,353,"2001","12",99.9,100
NA,NA,2001-12-20,354,"2001","12",100,100
NA,NA,2001-12-21,355,"2001","12",100,100
NA,NA,2001-12-22,356,"2001","12",100,100
NA,NA,2001-12-23,357,"2001","12",100,100
NA,NA,2001-12-24,358,"2001","12",100,100
NA,NA,2001-12-25,359,"2001","12",100,100
NA,NA,2001-12-26,360,"2001","12",100,100
"RGI60-08.00449",NA,2001-12-27,361,"2001","12",100,99.5
"RGI60-08.00449",NA,2002-01-05,5,"2002","01",100,99.5
"RGI60-08.00449",NA,2002-01-06,6,"2002","01",100,99.5
NA,NA,2002-01-07,7,"2002","01",100,99.5
NA,NA,2002-01-08,8,"2002","01",100,99.5
NA,NA,2002-01-09,9,"2002","01",100,99.5
NA,NA,2002-01-10,10,"2002","01",100,99.5
NA,NA,2002-01-11,11,"2002","01",100,99.5
NA,NA,2002-01-12,12,"2002","01",100,99.5
NA,NA,2002-01-13,13,"2002","01",100,99.5
NA,NA,2002-01-14,14,"2002","01",100,99
NA,NA,2002-01-15,15,"2002","01",100,99
NA,NA,2002-01-16,16,"2002","01",100,99
NA,NA,2002-01-17,17,"2002","01",100,99
NA,NA,2002-01-18,18,"2002","01",100,82
NA,NA,2002-01-19,19,"2002","01",91,82
NA,NA,2002-01-20,20,"2002","01",91,82
"RGI60-08.00449",NA,2002-01-21,21,"2002","01",91,78
NA,NA,2002-01-22,22,"2002","01",91,78
"RGI60-08.00449",NA,2002-01-23,23,"2002","01",91,78
NA,NA,2002-01-24,24,"2002","01",91,78
NA,NA,2002-01-25,25,"2002","01",91,78
NA,NA,2002-01-26,26,"2002","01",91,82
"RGI60-08.00449",100,2002-01-27,27,"2002","01",91,82
NA,NA,2002-01-28,28,"2002","01",91,82
"RGI60-08.00449",100,2002-01-29,29,"2002","01",82,82
"RGI60-08.00449",0,2002-01-30,30,"2002","01",82,82
NA,NA,2002-01-31,31,"2002","01",82,78
NA,NA,2002-02-01,32,"2002","02",82,78
NA,NA,2002-02-02,33,"2002","02",82,78
"RGI60-08.00449",82,2002-02-03,34,"2002","02",82,82
NA,NA,2002-02-04,35,"2002","02",82,87
NA,NA,2002-02-05,36,"2002","02",82,87
NA,NA,2002-02-06,37,"2002","02",82,87
NA,NA,2002-02-07,38,"2002","02",82,85.7142857142857
"RGI60-08.00449",NA,2002-02-08,39,"2002","02",82,84.4285714285714
NA,NA,2002-02-09,40,"2002","02",82,83.1428571428571
NA,NA,2002-02-10,41,"2002","02",82,81.8571428571429
NA,NA,2002-02-11,42,"2002","02",87,80.5714285714286
NA,NA,2002-02-12,43,"2002","02",82,79.2857142857143
NA,NA,2002-02-13,44,"2002","02",78,78
NA,NA,2002-02-14,45,"2002","02",78,65.5
NA,NA,2002-02-15,46,"2002","02",78,65.5
NA,NA,2002-02-16,47,"2002","02",74,78
"RGI60-08.00449",57,2002-02-17,48,"2002","02",74,74
NA,NA,2002-02-18,49,"2002","02",78,78
NA,NA,2002-02-19,50,"2002","02",78,78
"RGI60-08.00449",74,2002-02-20,51,"2002","02",74,74
NA,NA,2002-02-21,52,"2002","02",83,83
NA,NA,2002-02-22,53,"2002","02",83,83
NA,NA,2002-02-23,54,"2002","02",83,83
NA,NA,2002-02-24,55,"2002","02",83,83
"RGI60-08.00449",92,2002-02-25,56,"2002","02",74,74
NA,NA,2002-02-26,57,"2002","02",78,83
NA,NA,2002-02-27,58,"2002","02",74,83
NA,NA,2002-02-28,59,"2002","02",71.5,67.5
NA,NA,2002-03-01,60,"2002","03",69,67.8571428571429
NA,NA,2002-03-02,61,"2002","03",71.5,68.2142857142857
NA,NA,2002-03-03,62,"2002","03",71.5,68.5714285714286
NA,NA,2002-03-04,63,"2002","03",71.5,68.9285714285714
NA,NA,2002-03-05,64,"2002","03",69,69.2857142857143
"RGI60-08.00449",NA,2002-03-06,65,"2002","03",67.5,69.6428571428571
NA,NA,2002-03-07,66,"2002","03",67.5,70
NA,NA,2002-03-08,67,"2002","03",67.5,70
NA,NA,2002-03-09,68,"2002","03",67.5,70
"RGI60-08.00449",NA,2002-03-10,69,"2002","03",66,70
NA,NA,2002-03-11,70,"2002","03",66,70
NA,NA,2002-03-12,71,"2002","03",66,70
"RGI60-08.00449",100,2002-03-13,72,"2002","03",66,74
"RGI60-08.00449",66,2002-03-14,73,"2002","03",69,69
"RGI60-08.00449",54,2002-03-15,74,"2002","03",66,66
NA,NA,2002-03-16,75,"2002","03",66,62.5
NA,NA,2002-03-17,76,"2002","03",66,62.5
NA,NA,2002-03-18,77,"2002","03",66,62.5
NA,NA,2002-03-19,78,"2002","03",66,62.5
NA,NA,2002-03-20,79,"2002","03",66,62.5
NA,NA,2002-03-21,80,"2002","03",66,66
NA,NA,2002-03-22,81,"2002","03",66,66
NA,NA,2002-03-23,82,"2002","03",66,66
NA,NA,2002-03-24,83,"2002","03",66,66
NA,NA,2002-03-25,84,"2002","03",66,66
NA,NA,2002-03-26,85,"2002","03",66,66
NA,NA,2002-03-27,86,"2002","03",66,66
NA,NA,2002-03-28,87,"2002","03",65,60
NA,NA,2002-03-29,88,"2002","03",65,60
"RGI60-08.00449",69,2002-03-30,89,"2002","03",65,66
NA,NA,2002-03-31,90,"2002","03",62.5,62.5
NA,NA,2002-04-01,91,"2002","04",62.5,62.5
NA,NA,2002-04-02,92,"2002","04",62.5,62.5
NA,NA,2002-04-03,93,"2002","04",62.5,62.5
"RGI60-08.00449",53,2002-04-04,94,"2002","04",59,59
"RGI60-08.00449",NA,2002-04-05,95,"2002","04",65,59
NA,NA,2002-04-06,96,"2002","04",65,59
"RGI60-08.00449",NA,2002-04-07,97,"2002","04",65.5,59
NA,NA,2002-04-08,98,"2002","04",65.5,59
"RGI60-08.00449",59,2002-04-09,99,"2002","04",59,59
NA,NA,2002-04-10,100,"2002","04",65,65.5
NA,NA,2002-04-11,101,"2002","04",65,65.5
"RGI60-08.00449",NA,2002-04-12,102,"2002","04",65,65.5
NA,NA,2002-04-13,103,"2002","04",62,65.5
NA,NA,2002-04-14,104,"2002","04",61,65.5
NA,NA,2002-04-15,105,"2002","04",62,65.5
NA,NA,2002-04-16,106,"2002","04",62,56
NA,NA,2002-04-17,107,"2002","04",59,62
"RGI60-08.00449",66,2002-04-18,108,"2002","04",59,59
NA,NA,2002-04-19,109,"2002","04",59.5,62.5
"RGI60-08.00449",52,2002-04-20,110,"2002","04",60,60
NA,NA,2002-04-21,111,"2002","04",62.5,62.5
NA,NA,2002-04-22,112,"2002","04",62.5,62.5
NA,NA,2002-04-23,113,"2002","04",62.5,62.5
"RGI60-08.00449",65,2002-04-24,114,"2002","04",65,65
NA,NA,2002-04-25,115,"2002","04",61.5,62.5
NA,NA,2002-04-26,116,"2002","04",62.5,62.5
NA,NA,2002-04-27,117,"2002","04",62.5,62.5
NA,NA,2002-04-28,118,"2002","04",62.5,62.5
NA,NA,2002-04-29,119,"2002","04",62.5,62.5
NA,NA,2002-04-30,120,"2002","04",62.5,62.5
NA,NA,2002-05-01,121,"2002","05",65,65.5
NA,NA,2002-05-02,122,"2002","05",65,61
NA,NA,2002-05-03,123,"2002","05",61,63
"RGI60-08.00449",60,2002-05-04,124,"2002","05",61,65
"RGI60-08.00449",72,2002-05-05,125,"2002","05",62,62
NA,NA,2002-05-06,126,"2002","05",63.5,63.5
"RGI60-08.00449",69,2002-05-07,127,"2002","05",62,62
NA,NA,2002-05-08,128,"2002","05",65.5,65.5
